winner,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_total_strikes_percentage,blue_total_strikes_percentage,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted
0,68,6,0,0,50,19,32,22,70,24,41,27,0,3,0,100,0,0
1,55,6,0,0,58,98,40,43,64,113,43,47,1,1,100,100,0,0
0,153,6,0,0,57,49,44,57,86,70,52,64,6,0,54,0,1,1
0,55,9,0,0,70,66,43,46,72,67,44,47,0,0,0,0,0,0
1,18,7,0,0,13,14,54,35,14,16,56,38,0,1,0,100,0,2
0,68,2,0,0,25,10,45,32,25,10,45,32,0,1,0,100,1,0
0,18,6,0,0,49,42,59,47,70,50,67,52,2,1,66,11,3,0
0,153,6,0,0,125,36,74,54,238,45,83,60,3,0,37,0,0,0
1,74,6,0,0,34,141,66,72,60,336,76,86,0,2,0,33,0,0
1,153,7,0,0,26,0,89,0,30,3,91,60,1,1,100,50,0,1
1,70,6,0,0,30,63,48,44,33,118,51,58,0,2,0,25,0,0
1,74,2,0,1,21,25,35,53,21,28,35,55,0,0,0,0,0,0
1,46,6,0,0,41,70,33,54,45,83,36,57,0,3,0,37,0,0
1,153,2,0,1,1,4,50,50,1,4,50,50,0,0,0,0,0,0
0,70,6,0,0,48,41,39,33,49,51,40,38,0,1,0,50,0,0
0,74,2,0,0,56,23,64,35,61,35,66,44,4,0,100,0,0,0
0,46,2,1,0,13,1,61,16,13,1,62,17,0,0,0,0,0,0
1,70,2,0,1,14,25,56,51,24,25,67,51,0,0,0,0,0,0
1,46,9,0,1,77,67,44,43,125,91,53,50,0,0,0,0,0,0
1,153,2,0,1,20,52,37,50,20,52,38,50,0,1,0,100,0,0
0,191,7,0,1,0,25,0,78,2,68,29,86,1,0,100,0,1,0
1,74,2,0,1,9,14,45,63,9,14,45,64,0,0,0,0,0,0
0,153,6,0,0,14,33,48,31,40,57,71,43,3,0,100,0,2,2
1,67,6,1,0,30,80,37,51,35,102,41,57,2,2,25,40,0,0
0,191,6,1,0,30,23,44,37,66,32,62,44,1,0,33,0,0,0
0,74,2,1,0,20,17,37,37,22,17,40,38,0,1,0,20,0,0
1,153,7,0,0,17,14,51,43,31,19,62,49,1,5,100,50,0,2
1,189,7,0,0,23,5,56,62,35,10,59,71,1,2,100,50,0,1
0,191,2,0,0,58,24,53,22,70,26,58,24,2,0,66,0,0,0
1,74,6,0,0,15,63,42,61,25,105,53,67,3,0,23,0,0,1
1,67,6,0,0,43,83,29,29,44,91,30,31,3,0,25,0,0,1
0,189,6,0,0,64,38,42,29,64,38,43,30,0,0,0,0,0,0
0,179,2,0,0,6,1,60,33,6,1,60,33,0,0,0,0,0,0
1,103,6,0,0,61,55,50,46,69,70,53,52,0,0,0,0,0,0
1,179,6,0,0,73,82,41,42,73,82,41,43,0,0,0,0,0,0
1,103,7,0,0,4,2,28,20,4,3,29,27,0,1,0,50,0,1
0,179,2,1,1,163,169,67,47,164,195,68,51,0,0,0,0,2,0
0,103,6,0,1,98,76,43,53,98,81,43,55,0,0,0,0,0,0
1,36,6,0,0,24,101,28,57,36,129,37,63,0,0,0,0,0,0
1,103,7,0,0,7,7,58,70,11,14,69,74,0,1,0,100,0,1
1,140,6,0,0,66,111,29,53,71,118,31,55,2,0,20,0,0,0
1,179,6,0,0,54,71,44,58,86,79,55,61,0,5,0,26,0,1
1,140,2,0,1,40,39,51,52,41,41,52,53,0,0,0,0,0,0
1,36,7,0,0,2,3,40,60,2,8,33,73,0,1,0,100,0,1
0,153,6,0,0,65,31,49,43,65,34,49,45,0,0,0,0,0,0
0,197,7,0,0,20,3,50,33,39,4,61,36,1,0,100,0,1,0
1,197,6,0,2,47,54,25,39,52,66,27,44,0,4,0,80,0,0
0,166,7,0,0,21,5,60,71,79,15,78,75,2,0,66,0,3,0
0,74,2,1,0,14,3,43,21,17,3,47,21,0,0,0,0,0,0
0,153,2,1,0,19,1,44,11,19,1,44,11,0,0,0,0,0,0
0,50,6,1,0,120,77,38,36,121,78,39,37,0,0,0,0,0,0
0,74,9,0,0,58,67,34,36,60,71,35,38,2,0,28,0,0,1
1,153,7,1,1,17,26,36,44,18,30,38,48,0,1,0,100,0,1
1,166,2,0,1,3,9,75,52,3,9,75,53,0,0,0,0,0,0
1,50,6,0,0,17,47,54,54,24,63,60,57,3,1,50,50,1,0
1,179,7,0,1,2,10,16,43,3,12,23,48,0,0,0,0,0,1
0,40,2,0,0,26,24,52,45,26,24,52,45,0,0,0,0,0,0
0,161,7,0,0,0,0,0,0,8,0,89,0,2,0,50,0,2,0
0,40,7,0,1,28,26,48,49,31,31,51,53,1,0,100,0,1,0
0,125,2,1,0,7,0,87,0,7,0,88,0,0,0,0,0,0,0
0,208,9,0,0,23,32,35,35,75,78,64,55,4,0,40,0,3,0
0,125,7,0,0,16,17,50,48,19,21,54,54,1,0,14,0,1,0
0,208,9,0,0,29,36,34,36,84,57,60,46,2,1,40,100,0,2
0,179,9,0,1,83,112,61,72,91,117,64,74,0,2,0,50,0,0
1,216,2,0,1,18,19,66,70,26,26,74,76,2,0,33,0,0,0
0,161,6,0,0,49,21,64,41,68,28,71,47,6,3,66,37,0,0
1,216,2,0,1,2,17,25,70,2,17,25,71,0,0,0,0,0,0
1,40,9,0,0,58,40,59,51,66,52,62,58,4,1,50,33,0,2
0,131,2,1,0,18,1,78,33,18,1,78,33,0,0,0,0,0,0
1,139,4,0,0,29,12,45,40,35,16,50,47,0,1,0,33,0,1
0,108,2,0,0,51,1,71,8,73,1,77,8,6,0,54,0,0,0
0,116,6,1,0,21,49,42,56,37,93,51,68,7,3,58,37,0,0
0,131,7,0,0,17,10,62,71,38,13,68,72,0,4,0,100,2,0
0,139,7,0,1,6,24,54,80,20,29,77,83,1,0,33,0,1,0
1,108,2,0,1,49,80,46,49,54,81,49,50,0,1,0,100,0,0
0,116,6,0,0,85,53,49,34,121,69,57,40,1,1,33,100,2,0
0,139,2,1,0,33,11,55,52,35,12,56,55,0,0,0,0,0,0
0,131,7,1,0,17,9,31,30,17,10,31,31,1,1,50,100,2,0
0,116,6,0,1,63,23,51,41,83,24,56,42,5,0,55,0,2,0
1,108,6,0,2,63,71,30,37,64,71,31,37,0,0,0,0,0,0
1,139,7,0,0,2,6,18,66,2,13,18,59,0,2,0,66,0,1
0,98,2,0,0,59,22,57,26,63,24,59,28,1,0,20,0,0,0
1,74,2,0,2,3,13,20,61,3,13,20,62,0,0,0,0,0,0
1,98,7,0,0,5,10,20,45,20,16,51,48,0,4,0,80,1,1
1,74,6,0,0,33,40,42,33,34,45,43,35,0,0,0,0,0,0
1,46,2,1,1,28,54,54,43,28,54,55,44,3,0,75,0,0,0
2,98,5,0,0,44,24,47,25,48,26,49,27,0,1,0,33,0,0
1,74,2,0,0,3,3,50,33,3,3,50,33,0,0,0,0,0,0
1,46,2,0,0,28,76,36,64,28,101,36,70,0,3,0,75,0,1
1,150,7,0,0,3,6,37,40,8,8,53,42,0,0,0,0,0,1
0,46,7,1,0,61,15,53,25,171,18,73,29,2,0,66,0,1,0
0,74,2,1,0,39,68,44,43,42,77,46,46,0,0,0,0,0,0
0,98,6,0,0,89,40,53,33,91,65,54,44,0,3,0,42,0,0
1,150,7,0,0,6,10,60,62,6,16,60,59,0,0,0,0,0,1
1,103,6,0,0,102,111,34,48,121,113,38,49,3,0,60,0,0,0
0,68,2,1,0,126,81,55,39,127,111,56,47,0,0,0,0,0,0
0,38,6,0,0,111,71,44,38,118,88,46,43,2,1,50,50,1,0
1,103,7,0,0,1,0,50,0,1,1,50,50,0,1,0,100,0,1
0,68,9,0,0,14,25,19,29,22,33,27,35,1,1,16,100,0,0
1,103,6,0,0,92,58,59,44,110,69,62,48,1,0,25,0,1,0
1,68,2,0,0,116,95,59,49,149,121,65,56,3,1,37,100,0,2
1,38,7,0,0,1,41,50,69,1,53,50,73,0,1,0,50,0,1
1,103,6,0,1,54,56,52,40,73,63,57,43,0,0,0,0,0,0
0,143,6,0,0,56,56,52,52,86,71,60,58,3,0,42,0,0,1
1,68,2,0,2,10,35,47,83,22,44,65,83,0,0,0,0,0,0
1,143,2,0,0,41,86,53,59,46,121,57,67,1,2,50,100,0,0
0,187,8,0,0,290,110,59,37,307,112,61,38,1,2,100,18,0,0
0,108,6,0,0,89,78,46,31,118,124,53,41,5,0,35,0,0,0
1,40,7,0,0,36,11,73,100,52,20,75,100,0,2,0,40,0,1
0,187,9,0,0,103,42,48,38,103,47,49,41,0,2,0,16,0,0
1,108,2,0,2,27,42,64,56,30,65,67,67,0,1,0,33,0,0
1,40,6,0,0,49,96,43,45,85,123,57,52,2,0,20,0,0,0
1,187,6,0,1,40,76,41,53,42,120,43,63,0,3,0,42,0,0
1,108,9,0,0,65,81,32,42,70,83,34,43,0,0,0,0,0,0
0,40,9,0,1,92,65,43,48,102,66,46,49,0,0,0,0,0,0
0,44,6,0,0,76,69,48,48,86,79,51,51,0,4,0,66,0,1
1,117,2,0,1,8,5,50,20,8,5,50,20,0,0,0,0,0,0
0,34,2,0,0,54,20,52,40,63,20,56,40,2,0,50,0,1,0
1,44,2,1,1,19,31,61,68,24,33,67,70,0,0,0,0,0,0
0,153,2,1,0,26,16,40,38,37,16,48,35,0,0,0,0,0,0
0,197,2,1,0,30,31,53,70,62,36,66,73,3,0,60,0,0,1
1,153,6,0,0,19,59,31,57,19,59,32,57,0,0,0,0,0,0
1,215,7,0,0,24,25,32,29,27,33,35,35,0,0,0,0,1,1
1,50,2,0,0,5,23,55,53,6,44,60,67,0,0,0,0,0,0
0,197,7,0,0,17,12,44,54,49,45,65,79,1,3,100,42,4,0
1,168,6,0,0,10,72,17,55,10,141,18,69,0,0,0,0,0,0
0,153,6,0,0,32,39,27,35,41,53,33,42,7,0,41,0,1,0
0,215,9,1,0,41,34,42,43,55,42,49,48,0,0,0,0,0,0
1,50,6,1,1,16,86,21,48,20,157,26,60,1,0,14,0,2,0
1,197,6,0,0,19,31,34,34,47,63,55,48,0,5,0,50,1,0
1,168,6,0,0,10,34,32,61,22,103,51,75,0,5,0,45,0,0
1,187,6,0,0,62,130,55,58,84,227,61,68,0,12,0,66,2,0
0,46,7,0,0,22,4,95,66,44,17,85,89,2,0,100,0,2,0
1,187,7,0,1,19,24,48,48,30,37,60,58,0,0,0,0,1,2
0,70,2,1,0,35,20,60,41,38,21,61,43,0,0,0,0,0,0
1,46,9,0,0,34,22,47,59,46,27,55,63,1,8,33,38,0,0
1,187,6,0,0,33,66,25,49,85,87,45,52,0,2,0,100,0,0
1,70,6,0,1,74,86,39,51,77,103,41,55,0,0,0,0,0,0
0,187,2,0,0,35,14,48,43,42,14,53,44,1,1,50,100,0,0
0,46,7,0,0,9,0,60,0,11,4,61,40,0,1,0,50,1,0
1,70,9,0,0,57,73,36,40,66,88,39,45,0,0,0,0,1,0
0,187,7,0,0,16,10,45,30,23,19,55,44,0,0,0,0,1,0
0,46,2,0,0,19,6,59,50,26,6,67,50,2,0,100,0,0,0
0,70,7,0,0,35,26,55,50,83,32,70,53,2,0,100,0,1,0
1,74,2,0,1,1,13,12,76,1,13,12,76,0,0,0,0,0,0
0,180,2,0,0,22,13,84,40,26,18,84,49,1,0,50,0,0,0
0,74,6,0,0,79,74,45,36,86,83,48,39,2,0,100,0,0,0
0,166,2,1,1,89,73,40,39,97,74,41,40,1,0,50,0,0,0
1,74,6,0,0,61,98,40,46,62,100,41,47,0,0,0,0,0,0
0,180,7,0,0,18,17,50,39,28,27,61,49,0,0,0,0,1,0
1,126,6,0,1,92,98,52,62,98,108,54,65,0,0,0,0,0,0
0,166,7,0,0,45,9,77,75,63,11,80,79,1,0,33,0,2,0
0,74,9,1,1,55,100,41,54,73,127,47,58,0,1,0,100,2,2
0,180,6,0,0,150,86,45,38,150,86,45,39,0,0,0,0,0,0
0,166,7,0,0,123,51,65,33,164,53,69,34,5,0,83,0,2,0
1,126,7,0,0,18,32,60,51,20,42,61,55,0,2,0,40,2,1
1,153,2,0,2,72,79,28,44,72,81,29,45,0,0,0,0,0,0
0,103,2,0,0,70,62,56,35,80,81,60,41,3,3,60,50,0,0
1,1,2,0,1,4,10,44,90,5,10,50,91,0,0,0,0,0,0
1,103,6,0,1,26,55,47,57,38,90,56,68,5,1,45,14,0,2
1,125,7,0,1,24,24,57,68,37,36,66,75,2,2,50,100,0,2
0,153,7,0,0,22,6,53,30,35,10,65,42,2,0,66,0,1,0
0,161,7,1,0,18,1,78,20,26,1,81,20,1,0,100,0,1,0
0,153,7,0,0,4,7,57,63,7,8,70,67,0,0,0,0,2,0
1,103,6,0,0,30,74,35,63,31,95,36,68,2,1,66,16,0,0
0,1,6,0,0,97,69,35,40,99,72,36,42,0,0,0,0,0,0
1,161,6,0,0,58,60,41,42,68,68,43,44,0,5,0,100,0,0
0,125,6,0,0,84,46,45,27,111,50,50,29,1,0,20,0,0,1
1,131,2,0,1,126,119,40,43,130,129,42,46,0,0,0,0,0,0
0,103,7,0,0,9,11,69,55,10,11,71,55,0,1,0,100,1,0
1,131,6,0,0,24,42,28,39,52,91,40,57,0,0,0,0,0,0
0,103,6,0,0,44,8,64,50,113,20,70,67,4,0,50,0,2,4
0,131,2,0,0,68,41,70,59,78,60,73,68,1,0,20,0,0,0
0,103,9,0,0,51,23,51,27,55,34,53,35,1,1,50,11,1,0
0,111,9,0,0,38,51,42,48,59,67,52,55,1,2,50,33,3,2
2,72,5,0,0,30,20,50,35,47,21,58,37,1,1,50,100,0,1
0,111,7,0,0,4,1,80,33,4,1,80,25,1,0,100,0,1,0
0,72,2,1,0,13,4,68,57,13,4,68,57,0,0,0,0,0,0
1,111,9,0,0,24,16,35,28,28,45,39,50,1,7,100,70,4,0
0,72,9,0,0,66,55,39,44,68,85,40,55,0,0,0,0,0,0
0,153,7,0,0,19,4,76,30,42,5,78,36,4,0,100,0,1,0
1,139,2,0,1,68,74,35,56,76,100,38,63,1,0,100,0,0,0
1,103,2,0,1,10,26,40,46,13,31,46,51,3,0,30,0,0,0
0,187,6,0,0,34,21,47,21,90,30,67,28,2,0,66,0,0,0
1,153,2,0,3,3,13,21,56,9,15,39,60,0,0,0,0,0,0
1,139,6,0,0,12,20,28,50,62,98,67,77,0,3,0,75,0,2
0,103,6,1,0,57,28,32,23,81,73,40,42,3,1,75,25,0,0
1,187,9,0,2,25,32,21,31,46,35,32,33,1,0,20,0,2,0
0,153,2,1,0,14,12,63,52,17,12,68,52,0,0,0,0,0,0
2,139,3,0,2,66,67,37,40,66,80,37,45,2,1,33,20,1,1
0,187,7,0,1,17,21,70,41,17,26,71,46,0,0,0,0,1,0
1,139,6,0,0,7,28,18,47,31,70,48,62,1,3,50,60,0,0
1,187,7,0,0,77,63,52,53,103,67,59,55,1,1,100,33,0,2
0,40,6,0,0,99,67,45,35,101,67,45,35,1,0,100,0,0,0
0,187,7,0,0,11,3,61,60,65,6,90,75,1,0,100,0,2,0
0,40,6,2,0,79,71,57,63,98,88,62,69,3,1,100,50,1,0
0,187,9,0,0,81,84,37,37,81,85,37,38,0,0,0,0,0,0
1,40,6,0,1,27,51,45,57,39,111,53,72,1,2,25,33,0,0
1,17,2,0,1,48,65,50,36,49,68,51,38,0,0,0,0,0,0
1,212,6,0,1,78,124,27,48,95,148,31,52,0,0,0,0,0,0
0,187,2,1,0,24,20,50,26,29,20,52,27,0,1,0,50,0,0
1,17,6,0,0,37,60,38,58,78,86,55,66,1,2,50,33,0,1
1,212,2,0,2,5,21,33,67,6,42,38,79,1,0,100,0,0,1
0,17,6,0,0,47,43,55,49,99,59,71,57,1,0,50,0,0,0
0,212,6,0,0,75,63,43,45,75,64,43,46,0,0,0,0,0,0
0,153,7,0,0,70,51,58,62,104,96,66,75,3,0,42,0,1,0
0,179,2,0,1,114,45,58,45,115,49,59,47,0,0,0,0,0,0
1,139,6,0,1,38,94,53,66,39,101,54,67,1,0,11,0,0,0
0,153,2,1,0,39,121,55,70,40,133,56,73,0,1,0,50,0,0
0,179,6,0,0,76,51,71,51,131,70,80,56,0,1,0,25,0,0
1,153,6,0,0,30,18,30,48,91,90,57,73,0,2,0,40,0,0
0,139,2,1,0,41,31,64,53,41,31,64,53,0,0,0,0,0,0
0,70,2,0,0,50,9,68,56,59,15,70,68,0,0,0,0,0,0
0,179,2,1,0,73,25,65,40,96,27,70,42,1,0,50,0,0,0
1,70,6,0,0,43,72,49,64,61,159,56,76,0,5,0,62,1,1
1,139,2,0,1,13,75,48,74,13,92,48,76,0,2,0,40,0,1
1,70,2,0,2,35,36,51,46,38,38,53,48,0,0,0,0,0,1
0,74,2,0,0,100,32,65,47,115,34,69,49,1,6,100,60,0,1
0,40,2,0,0,7,2,70,50,10,2,77,50,0,0,0,0,0,0
1,74,2,0,1,34,26,41,50,34,26,41,49,0,0,0,0,0,0
1,1,9,0,1,44,53,43,43,67,57,54,45,3,1,60,100,2,0
2,208,3,0,0,48,60,41,42,66,71,47,46,2,0,40,0,0,0
0,40,7,0,0,28,18,46,22,28,20,47,24,2,0,50,0,1,0
0,74,2,1,0,28,25,40,29,28,28,41,32,0,1,0,50,0,0
1,1,6,0,0,30,46,50,47,48,50,62,50,4,0,36,0,1,1
0,74,2,0,0,111,79,50,44,125,84,54,46,1,0,100,0,0,0
0,40,7,0,0,2,1,66,50,17,55,85,98,2,0,100,0,2,0
0,208,7,0,0,11,11,34,61,12,17,36,63,0,1,0,33,1,0
0,40,6,0,0,54,46,46,57,60,62,49,63,2,0,66,0,0,0
0,1,2,1,0,15,4,46,23,15,7,47,33,0,0,0,0,0,1
0,208,7,0,0,10,4,55,44,10,4,56,44,1,0,100,0,1,0
1,153,7,0,0,6,3,22,11,6,3,22,12,0,1,0,20,0,1
0,74,7,0,0,10,4,55,18,24,21,73,52,1,1,100,100,1,1
1,191,6,0,0,18,32,31,45,27,67,38,62,2,2,66,50,0,0
0,74,6,0,0,44,56,28,32,56,56,34,32,1,0,50,0,0,0
0,153,2,0,0,48,4,69,21,53,23,72,61,5,2,100,66,0,3
0,74,6,0,0,100,58,43,26,115,63,46,28,0,1,0,14,0,0
0,191,9,0,0,17,44,24,35,34,57,39,42,3,0,37,0,0,0
0,89,6,0,0,27,27,32,32,28,27,34,33,0,0,0,0,0,0
0,153,2,1,0,12,3,44,13,12,3,44,14,0,0,0,0,0,0
1,74,7,0,0,1,35,8,63,1,55,8,67,0,3,0,75,0,2
0,191,6,1,0,36,22,42,37,47,31,49,46,2,1,66,20,1,0
0,89,6,0,0,62,8,37,23,205,22,62,43,5,0,62,0,0,0
0,139,7,1,0,57,0,72,0,74,1,76,14,0,0,0,0,1,0
0,5,2,1,0,38,24,52,42,39,25,53,43,0,0,0,0,0,0
0,190,7,0,0,38,27,71,39,47,29,76,41,6,0,85,0,1,0
0,139,6,0,0,62,41,49,35,63,41,50,35,0,0,0,0,0,0
0,190,2,1,0,15,4,71,40,15,4,71,40,0,0,0,0,0,0
1,5,2,0,0,6,82,60,83,12,136,67,88,0,9,0,81,0,0
0,131,7,0,0,33,12,44,27,63,20,60,39,2,3,22,100,2,0
0,139,2,2,0,59,25,57,43,62,33,59,50,0,0,0,0,0,0
1,190,2,0,1,38,24,60,36,59,28,69,41,0,0,0,0,0,0
0,5,6,0,1,46,18,59,42,82,64,66,68,3,0,75,0,0,1
0,131,7,0,0,15,5,62,35,17,5,65,36,1,0,100,0,1,0
0,139,9,0,0,119,105,52,31,121,110,53,33,0,0,0,0,0,0
1,190,9,0,0,16,24,40,57,121,82,75,76,1,2,25,50,0,1
0,131,2,1,0,7,10,46,50,7,11,47,52,0,0,0,0,0,0
0,116,9,0,0,65,37,56,31,70,40,57,33,0,2,0,50,0,1
0,37,9,0,0,111,121,33,54,117,123,34,55,1,1,16,100,0,0
1,37,2,0,2,12,19,85,54,12,31,86,66,0,0,0,0,0,0
1,207,2,0,2,14,29,53,74,19,46,58,79,0,2,0,50,1,1
0,116,2,2,0,42,43,45,38,46,52,47,41,0,2,0,40,0,0
0,131,2,0,0,59,28,55,43,79,39,63,50,0,1,0,100,0,0
0,39,2,0,0,66,9,58,37,104,13,65,45,0,1,0,100,0,2
0,207,6,0,0,73,54,45,44,119,67,55,49,0,0,0,0,0,0
0,37,7,0,0,0,0,0,0,2,5,33,100,1,0,100,0,1,0
0,131,7,0,0,5,13,83,76,24,27,83,79,0,1,0,100,2,0
0,116,6,0,0,60,33,44,44,122,39,59,48,2,0,100,0,0,1
0,207,7,0,0,4,2,50,50,4,2,50,50,0,0,0,0,2,0
0,153,2,2,0,45,17,62,39,51,17,65,40,0,0,0,0,0,0
1,98,9,0,0,81,51,60,34,121,80,70,45,1,3,50,27,0,0
1,116,7,0,1,20,17,52,36,20,23,53,43,0,1,0,50,0,1
1,153,6,0,0,46,40,35,48,86,50,49,52,1,0,20,0,0,0
0,98,6,0,0,69,31,45,56,81,81,49,74,3,0,42,0,1,1
0,116,6,3,0,117,73,47,43,160,82,55,46,0,0,0,0,1,0
0,185,6,0,0,25,42,47,44,44,55,59,51,7,2,35,100,0,0
0,98,9,0,0,54,65,36,41,63,101,40,51,1,1,50,50,1,0
1,116,6,0,0,77,73,32,42,79,77,33,44,0,0,0,0,0,0
0,185,2,1,0,84,29,51,38,88,30,53,39,0,0,0,0,0,0
1,116,6,0,0,34,77,27,39,35,83,28,42,0,1,0,50,1,0
0,185,2,1,0,45,31,52,50,59,49,58,61,1,2,25,50,0,0
1,74,2,0,1,26,54,34,46,35,76,40,55,0,0,0,0,1,2
0,187,2,1,0,29,20,46,33,29,20,46,33,0,0,0,0,0,0
0,103,6,0,0,62,33,37,42,81,54,44,54,0,0,0,0,0,0
0,217,6,0,0,39,19,48,59,86,37,63,74,4,2,40,33,0,1
0,103,6,0,0,14,20,36,29,27,58,51,54,3,0,75,0,0,1
0,187,6,0,0,75,23,44,33,80,23,45,34,0,0,0,0,0,0
1,59,7,0,0,7,7,41,38,7,14,41,54,0,1,0,100,0,1
1,74,2,0,0,12,40,66,86,16,40,73,87,3,0,37,0,0,0
0,187,6,0,0,131,79,50,35,134,81,51,36,0,0,0,0,0,0
1,59,6,0,0,70,62,34,30,77,62,37,31,1,0,50,0,0,0
0,103,2,1,0,8,7,18,43,8,7,19,44,0,0,0,0,0,0
1,187,6,0,0,23,49,31,41,30,56,38,44,1,0,9,0,0,0
0,74,2,1,0,12,7,46,30,12,7,46,30,0,0,0,0,0,0
1,74,2,0,1,4,23,33,74,4,23,33,74,0,0,0,0,0,0
1,191,6,0,0,20,48,43,49,27,88,50,63,0,7,0,36,1,0
1,147,6,0,0,19,48,42,37,63,135,69,60,3,1,75,100,1,0
0,74,6,0,0,41,31,60,39,87,33,71,41,5,0,71,0,0,0
0,191,9,0,0,45,33,51,51,68,63,58,64,0,2,0,40,1,5
0,149,6,1,0,93,50,46,22,102,50,49,23,0,0,0,0,0,0
1,10,9,0,1,43,71,21,45,43,71,22,46,0,0,0,0,0,0
1,147,6,0,0,21,35,32,72,69,72,60,79,0,6,0,66,1,0
1,74,6,0,0,32,45,56,65,59,67,65,69,0,6,0,54,0,0
1,191,6,0,1,12,104,46,72,28,263,67,83,0,3,0,75,0,0
1,145,7,0,1,4,3,66,60,4,3,67,60,0,0,0,0,0,2
1,10,2,0,0,4,9,25,56,4,9,25,53,0,0,0,0,0,0
1,147,6,0,0,24,32,48,41,30,59,55,56,3,1,37,100,0,2
0,153,6,0,0,110,51,44,22,110,51,44,22,0,0,0,0,0,0
0,179,2,1,1,24,6,64,37,37,33,74,70,1,1,100,25,1,1
1,81,9,0,0,42,48,36,35,56,59,42,39,6,0,42,0,0,1
1,153,2,0,0,13,12,35,30,18,40,42,49,1,1,50,50,0,0
1,179,2,0,1,3,17,25,62,3,17,25,63,0,0,0,0,0,0
0,95,6,0,0,33,14,57,35,94,35,76,56,6,0,60,0,0,0
1,81,6,0,0,48,53,26,24,48,53,26,25,0,0,0,0,0,0
1,179,6,0,2,82,100,47,69,93,103,51,70,1,2,16,16,0,3
1,95,9,0,0,32,65,36,57,32,86,37,64,0,1,0,9,0,0
1,153,2,0,1,102,82,45,56,130,95,51,59,1,3,33,75,0,0
0,81,6,0,0,53,42,67,40,109,55,81,47,3,0,75,0,0,0
0,95,7,0,0,25,19,56,35,26,41,58,54,2,0,66,0,1,0
0,153,6,0,0,128,81,64,42,138,81,66,43,0,0,0,0,0,0
1,74,2,0,1,24,25,47,67,29,31,52,72,1,0,100,0,0,0
1,153,6,0,0,11,20,23,37,11,20,24,37,0,0,0,0,0,0
1,74,9,0,0,56,62,46,56,64,66,50,58,0,2,0,66,0,0
1,153,7,0,0,12,9,46,40,19,13,54,50,2,0,33,0,0,2
1,179,2,0,1,5,9,45,52,5,9,45,53,0,0,0,0,0,0
1,46,2,0,1,58,75,47,64,58,76,48,65,0,0,0,0,0,0
0,74,6,0,0,54,20,45,16,93,20,58,16,2,0,100,0,0,0
1,46,6,0,0,50,55,37,56,66,73,44,62,1,1,25,25,0,0
0,179,6,0,0,38,44,40,44,40,61,42,52,1,1,100,50,0,0
0,46,2,2,0,22,13,64,46,22,13,65,45,0,0,0,0,1,0
1,179,6,0,0,50,53,42,28,75,111,50,42,0,1,0,50,0,0
1,153,6,0,0,40,119,22,55,46,127,25,57,1,0,8,0,0,1
0,74,9,0,0,42,29,59,38,86,61,74,56,0,1,0,16,1,0
1,153,6,0,0,14,71,21,63,18,117,26,70,0,2,0,28,0,0
0,46,9,0,0,82,78,51,33,86,109,53,40,0,3,0,33,0,0
0,74,2,0,0,51,24,39,30,86,24,50,30,1,0,100,0,0,0
0,70,9,0,0,50,47,43,31,55,49,45,33,4,0,66,0,0,2
0,46,7,0,0,56,40,37,41,86,48,48,45,0,0,0,0,1,1
0,153,7,1,0,8,7,34,77,8,15,35,88,1,2,100,66,1,0
0,70,3,0,0,27,59,38,52,94,93,62,63,8,0,42,0,0,1
1,74,3,0,0,51,38,47,55,72,45,56,58,3,3,75,30,0,1
1,46,9,0,0,57,74,40,42,88,115,50,52,0,2,0,33,0,1
0,70,7,0,1,51,23,49,43,98,31,62,49,3,1,75,100,2,2
1,191,6,0,0,60,84,45,50,64,101,47,55,1,0,11,0,0,0
0,180,7,0,1,7,9,58,75,13,10,72,77,0,0,0,0,1,1
1,197,6,0,0,51,67,36,29,51,74,37,32,0,1,0,50,0,0
0,191,6,0,0,96,45,46,29,96,45,47,29,0,0,0,0,0,0
1,197,2,0,2,11,25,36,62,11,29,37,64,0,0,0,0,0,0
1,168,2,0,1,8,39,25,39,9,88,28,57,0,1,0,100,0,1
1,180,2,0,0,57,104,37,48,58,116,38,50,0,1,0,20,0,0
0,126,2,1,0,32,39,45,43,34,41,45,45,0,2,0,100,0,0
1,191,7,0,0,1,12,20,63,6,18,46,72,0,1,0,100,0,1
1,168,6,0,0,44,71,20,31,44,71,21,31,0,0,0,0,0,0
0,197,9,0,0,71,48,38,24,79,64,41,30,0,0,0,0,0,0
1,180,7,0,0,7,25,50,44,9,34,56,52,0,5,0,71,0,1
0,126,9,0,0,73,72,30,41,93,79,36,44,0,0,0,0,0,0
0,139,9,0,2,128,111,39,46,129,149,39,52,0,3,0,30,0,0
1,153,6,0,0,105,99,53,33,130,142,58,41,3,7,50,38,0,0
0,131,6,0,0,47,26,66,44,143,48,81,59,4,0,50,0,1,0
1,38,6,0,1,51,54,40,45,52,54,41,45,0,0,0,0,0,0
2,131,5,0,0,19,64,23,59,56,129,43,73,1,1,11,100,0,0
1,139,2,0,0,7,37,58,69,24,62,77,73,0,4,0,100,2,0
0,38,9,0,0,26,43,40,41,78,205,63,71,4,2,80,50,1,0
1,153,9,0,0,34,31,54,34,69,97,71,56,0,2,0,50,2,0
