winner,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_total_strikes_percentage,blue_total_strikes_percentage,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted
0,103,2,1,0,16,6,50,20,16,18,50,43,1,0,33,0,0,0
0,163,2,1,0,27,17,36,39,29,21,39,45,1,0,100,0,0,0
1,153,6,0,1,20,88,23,46,22,104,25,49,1,2,33,100,0,0
0,73,6,0,1,42,31,37,29,112,34,61,31,4,2,44,100,1,0
0,40,6,0,0,44,32,54,41,75,40,65,46,3,0,42,0,1,2
0,171,2,1,0,55,34,57,48,60,36,59,49,1,1,100,25,0,0
1,153,6,0,0,46,86,43,59,47,87,44,60,1,0,14,0,0,0
1,73,2,0,1,14,13,43,24,23,13,53,23,1,0,50,0,0,0
1,40,7,0,0,5,7,41,41,17,32,61,73,0,1,0,100,0,1
1,171,6,0,0,17,66,43,52,28,112,55,63,2,0,11,0,0,0
0,153,7,0,1,58,30,59,53,135,43,69,62,5,0,100,0,1,0
0,73,6,0,0,77,57,52,35,84,102,55,49,5,0,55,0,0,0
0,40,2,0,0,88,73,46,40,185,135,61,52,1,0,25,0,0,0
0,171,6,0,0,78,65,27,46,79,77,27,49,1,1,25,50,0,0
1,94,2,0,1,12,21,21,55,13,29,22,63,0,2,0,66,0,0
0,102,6,0,0,19,14,29,27,63,42,56,52,5,0,62,0,0,1
0,153,2,1,0,11,11,57,45,11,11,58,46,0,0,0,0,0,0
1,70,6,0,0,78,95,54,49,122,110,65,53,2,5,100,35,2,0
1,94,6,0,0,47,66,37,27,48,83,38,32,0,0,0,0,0,0
1,102,6,0,0,32,55,36,62,48,87,45,72,0,6,0,75,1,3
1,153,2,0,1,11,91,39,64,14,159,45,75,4,0,80,0,0,0
1,70,6,0,0,19,33,20,47,25,63,26,60,0,5,0,55,0,0
0,94,9,0,0,57,42,52,46,113,84,66,58,1,7,100,35,2,0
0,102,2,0,0,15,18,53,42,17,25,57,51,1,0,100,0,0,0
0,153,7,0,0,42,22,59,57,101,54,77,77,2,0,40,0,2,3
0,153,6,0,0,55,32,42,37,61,34,45,39,0,0,0,0,0,0
0,94,6,0,0,46,21,70,41,82,46,80,60,6,0,75,0,0,0
1,102,2,0,1,10,17,43,47,10,17,43,46,0,1,0,100,2,0
1,19,6,0,0,41,62,36,36,54,79,43,42,1,4,33,28,0,0
0,153,2,2,0,47,14,47,32,77,16,57,36,0,0,0,0,0,0
1,94,6,0,0,10,13,52,56,95,63,83,68,0,5,0,100,3,0
1,102,6,0,0,20,17,44,77,68,90,72,81,1,7,33,50,0,0
0,19,7,1,0,19,12,33,25,38,15,49,29,3,0,100,0,2,0
0,94,9,0,0,32,44,47,51,37,55,51,56,1,1,50,25,0,0
1,102,6,0,0,29,46,44,52,48,96,57,69,0,6,0,85,0,0
0,153,6,0,0,85,78,34,19,92,96,37,23,2,0,66,0,0,0
0,73,6,1,0,94,71,43,39,131,147,51,54,5,1,55,50,1,0
0,187,2,1,0,15,5,31,21,17,5,35,21,0,0,0,0,0,0
0,139,2,1,0,8,1,88,100,8,1,89,100,0,0,0,0,0,0
1,187,6,0,0,11,56,32,44,36,114,58,60,4,3,36,75,2,0
1,73,6,0,0,26,42,41,42,72,60,64,50,0,7,0,70,0,0
0,153,2,1,0,9,3,47,21,9,3,47,21,1,0,100,0,0,0
1,139,6,0,0,6,29,7,46,31,51,28,60,1,4,25,80,1,1
0,73,2,1,0,8,5,33,50,12,5,41,50,0,0,0,0,0,0
0,153,7,0,0,0,0,0,0,0,6,0,50,0,0,0,0,1,1
0,139,2,1,0,50,25,51,17,55,25,53,18,0,0,0,0,0,0
1,187,7,0,0,16,26,43,54,16,33,43,60,0,0,0,0,0,1
0,153,6,0,0,42,8,41,14,72,16,50,24,4,0,36,0,0,0
0,94,6,1,0,20,2,55,15,107,10,79,48,4,0,80,0,2,3
1,141,2,0,0,27,62,47,52,31,75,49,56,2,2,50,100,0,0
0,139,7,0,0,30,15,30,17,47,16,39,18,1,0,50,0,1,0
1,136,8,0,0,27,14,45,46,32,37,49,63,0,3,0,50,0,0
1,141,7,0,0,2,9,28,90,5,24,50,86,0,3,0,60,0,1
0,153,9,0,0,43,48,50,60,207,133,69,75,3,3,50,42,4,0
0,94,6,0,0,51,45,47,45,58,66,49,53,5,0,100,0,3,0
1,136,7,0,0,8,22,57,47,12,64,63,67,1,1,50,50,0,2
0,141,2,1,0,7,3,87,33,9,3,90,33,0,0,0,0,0,0
1,139,6,0,0,14,59,93,78,60,122,95,77,0,10,0,38,0,0
1,136,7,0,0,46,51,75,56,53,73,78,64,4,0,66,0,1,1
1,153,2,0,1,9,75,22,66,11,102,26,72,0,3,0,100,0,0
0,103,6,0,0,49,11,44,15,61,21,50,26,2,1,18,33,0,0
0,129,2,1,0,43,26,32,20,76,34,44,25,1,1,100,33,2,0
1,139,6,0,0,10,47,26,60,36,75,55,68,2,3,33,100,2,0
1,153,2,0,1,21,40,53,48,52,109,73,70,0,4,0,50,0,0
0,139,2,1,0,29,2,46,28,33,2,46,29,0,0,0,0,0,0
0,103,6,0,0,46,72,30,38,48,78,31,40,2,1,100,100,0,0
1,131,6,0,0,48,36,57,49,66,77,64,64,1,1,5,33,0,1
1,153,9,0,0,47,44,39,42,97,81,57,54,1,2,16,28,0,0
0,129,6,0,0,48,45,40,50,70,50,48,51,5,0,29,0,0,0
1,103,6,0,0,23,31,46,52,44,79,57,68,0,3,0,37,0,0
0,129,2,1,0,4,9,22,45,5,9,26,45,0,0,0,0,0,0
0,153,6,0,1,51,77,25,38,51,79,25,39,1,0,6,0,0,0
1,141,2,0,1,2,4,40,57,2,4,40,57,1,0,100,0,0,0
1,28,6,0,0,27,45,38,42,34,98,43,57,0,5,0,62,0,0
0,27,7,0,0,19,17,31,34,20,18,32,36,1,0,100,0,1,0
1,153,6,0,1,28,146,26,73,33,170,29,76,1,1,14,100,0,0
1,28,6,0,0,12,55,26,53,21,82,38,62,2,5,33,45,4,0
1,141,2,0,1,22,26,31,24,23,26,32,25,1,0,100,0,0,0
0,153,9,0,0,43,67,46,46,77,105,58,56,4,0,100,0,0,0
1,28,2,0,1,1,57,6,80,19,145,58,80,1,1,100,100,0,2
1,141,7,0,0,6,2,26,66,17,4,49,80,1,0,100,0,0,3
0,27,2,1,0,17,15,44,65,39,24,65,75,0,0,0,0,0,0
2,153,3,0,0,12,47,41,65,48,231,73,80,2,4,66,36,1,0
0,74,2,1,0,50,8,40,15,57,9,43,17,3,0,37,0,0,0
1,191,6,0,2,38,74,18,32,38,79,19,34,0,0,0,0,0,0
0,197,6,1,0,32,24,52,36,73,56,70,54,4,0,50,0,1,5
1,180,7,0,0,4,4,57,40,4,4,57,40,0,1,0,100,0,1
0,153,6,0,0,59,38,29,25,69,43,33,28,3,1,50,100,0,0
0,74,7,0,0,4,6,44,100,17,34,77,100,1,1,50,25,2,0
0,191,6,0,0,41,28,32,34,46,65,35,54,0,6,0,66,0,0
1,180,7,0,0,8,7,61,53,8,11,62,61,0,1,0,25,0,1
0,197,7,0,0,4,2,36,33,4,2,36,33,0,0,0,0,1,0
0,180,2,1,0,14,9,32,24,24,22,43,42,0,1,0,25,0,0
1,197,6,0,0,30,18,44,31,45,52,52,46,0,4,0,57,0,0
0,141,2,1,0,6,6,60,40,6,6,60,40,0,0,0,0,0,0
0,102,6,0,0,50,33,32,31,126,40,51,36,5,1,71,50,0,0
0,153,7,0,0,20,5,47,20,31,8,57,30,2,0,100,0,3,0
0,19,9,0,0,25,21,32,27,41,32,42,36,3,0,60,0,0,2
0,141,6,0,0,73,10,38,7,73,10,39,7,0,0,0,0,0,0
0,102,7,0,0,37,22,50,29,62,29,61,35,3,0,75,0,1,2
0,153,6,0,0,56,18,45,19,67,59,48,42,4,0,40,0,0,2
1,141,6,0,0,16,38,24,37,17,70,26,52,0,10,0,66,0,0
0,19,2,1,0,37,17,60,34,47,60,65,63,0,0,0,0,0,0
0,102,2,1,0,9,1,69,33,12,1,75,33,0,0,0,0,0,0
0,153,2,1,0,19,12,51,33,33,24,65,47,2,0,50,0,1,0
0,141,2,2,0,17,2,51,20,28,2,64,20,0,1,0,16,0,0
0,139,2,2,0,16,3,59,37,17,4,61,44,0,0,0,0,0,0
0,142,2,2,0,9,12,56,37,9,12,56,38,0,0,0,0,0,0
0,141,6,1,0,46,55,51,31,58,104,56,44,0,0,0,0,0,0
1,139,6,0,0,22,76,41,46,60,106,59,51,0,1,0,100,0,1
1,164,7,0,0,16,33,22,44,55,41,49,49,2,0,22,0,0,1
0,142,7,0,0,2,1,50,100,11,10,85,100,1,0,100,0,0,0
0,141,6,0,0,40,15,68,48,97,50,75,68,3,1,27,100,2,0
0,139,6,0,0,15,23,53,46,38,67,70,68,4,1,50,100,0,0
0,164,6,0,0,26,10,74,50,114,25,80,62,3,0,33,0,0,0
1,142,6,0,0,62,67,39,38,71,69,42,39,0,0,0,0,0,0
2,187,9,0,3,95,71,42,33,97,93,43,39,3,3,27,17,2,1
1,94,2,0,3,7,30,28,60,16,48,47,70,0,0,0,0,0,1
2,102,5,0,0,19,51,43,51,27,145,51,68,0,3,0,100,0,1
1,187,6,0,0,36,19,42,41,81,34,59,52,1,3,100,42,1,0
0,94,7,0,0,12,14,19,17,16,14,23,17,3,0,33,0,2,0
0,19,2,1,0,25,17,36,22,51,58,53,48,0,2,0,50,2,0
0,102,6,0,0,77,16,52,37,106,35,59,56,0,2,0,22,0,2
1,94,2,1,1,11,22,68,70,23,25,79,74,0,0,0,0,1,0
1,187,9,0,0,68,65,58,58,101,75,62,61,4,0,25,0,0,0
0,19,7,0,0,3,6,23,46,8,6,36,46,1,0,50,0,2,1
0,102,9,0,0,10,25,21,45,21,41,36,55,1,1,50,25,2,0
0,153,6,0,0,110,16,42,11,136,30,47,20,4,1,44,25,0,0
0,187,2,0,0,11,4,57,44,18,8,67,62,0,1,0,100,0,2
0,139,7,0,0,1,5,16,62,6,8,55,67,1,0,100,0,2,0
1,139,2,0,1,6,9,31,39,6,9,32,39,0,0,0,0,0,0
0,187,6,1,0,73,37,39,29,105,54,46,38,2,0,100,0,0,0
1,80,9,0,0,12,18,41,38,135,121,83,65,0,5,0,100,2,1
0,213,7,0,0,9,0,50,0,24,0,73,0,1,0,100,0,1,0
2,139,3,0,0,53,13,65,56,71,45,71,71,2,5,33,62,0,0
1,187,6,0,1,35,112,13,44,41,148,15,50,0,1,0,33,1,1
1,213,6,0,0,6,48,33,56,20,93,61,68,0,6,0,75,0,0
1,153,6,0,1,19,74,11,58,19,77,12,57,1,0,50,0,0,0
0,153,6,0,1,32,30,47,48,57,38,60,54,3,0,23,0,0,0
0,102,6,0,0,44,23,55,41,147,40,74,55,3,0,60,0,1,0
1,94,6,0,0,18,42,26,53,50,71,47,64,0,5,0,38,0,1
1,102,6,0,0,24,55,41,44,45,98,57,58,6,2,46,40,1,1
1,153,9,0,0,102,64,44,22,116,70,48,24,0,2,0,66,1,0
0,70,7,0,0,0,0,0,0,8,0,80,0,1,1,100,100,2,0
0,94,6,2,0,44,21,39,26,75,30,50,34,0,0,0,0,0,0
1,153,6,0,0,36,72,27,53,54,88,35,55,0,0,0,0,0,0
1,70,7,0,0,16,18,31,40,37,57,50,64,1,7,50,77,0,1
1,102,2,0,1,1,3,100,42,1,3,100,43,0,0,0,0,0,0
1,94,6,0,0,6,16,40,59,17,53,53,67,0,4,0,40,0,0
0,153,9,0,0,16,33,32,64,70,53,67,75,1,1,100,33,0,1
1,139,2,0,1,3,7,50,77,3,7,50,78,0,0,0,0,0,0
1,139,6,0,1,8,25,13,55,8,54,13,70,2,1,28,100,0,3
0,153,7,0,0,33,7,44,36,51,10,52,45,2,0,100,0,2,1
0,195,7,0,0,19,16,27,20,24,24,32,27,3,0,27,0,2,0
1,153,7,0,0,13,25,61,56,23,36,72,57,1,3,100,100,1,2
1,195,6,0,0,43,76,36,48,70,92,48,53,5,1,45,25,0,0
1,139,2,0,1,2,10,33,71,5,18,56,82,0,0,0,0,0,0
1,195,2,0,2,12,43,26,62,68,44,65,63,0,2,0,100,1,0
0,139,2,1,0,44,32,42,46,106,38,62,49,1,1,100,100,0,0
1,153,9,1,0,31,34,51,57,66,75,65,74,8,4,61,50,1,3
1,191,6,0,0,21,25,34,30,27,40,40,41,3,1,75,11,2,0
0,129,7,1,0,30,13,42,29,37,13,46,30,0,0,0,0,1,0
0,191,6,0,0,90,34,43,26,104,35,47,28,0,0,0,0,0,0
0,74,6,0,0,57,23,50,31,107,74,64,56,0,2,0,33,3,0
0,74,9,0,2,99,60,42,54,106,84,45,62,0,2,0,40,0,0
0,129,2,0,0,19,6,57,60,33,9,69,69,2,0,100,0,0,0
0,191,6,0,0,50,33,51,35,230,62,79,48,3,3,75,75,2,2
0,129,7,0,0,25,16,65,53,43,35,75,71,3,0,75,0,2,0
1,191,2,0,0,3,18,30,42,12,43,55,57,0,2,0,100,2,0
1,74,7,0,0,3,2,37,50,14,3,74,60,2,0,100,0,0,1
1,153,2,0,2,9,31,47,46,13,62,57,58,1,1,33,50,0,0
0,73,9,0,0,25,35,54,64,53,57,66,74,4,0,26,0,0,3
0,179,6,0,0,48,36,42,55,73,49,53,57,2,1,25,33,0,4
1,73,6,0,0,37,41,28,30,59,58,38,38,0,3,0,100,0,0
0,179,6,1,0,53,37,26,33,53,37,27,34,0,0,0,0,0,1
0,153,7,0,1,60,36,36,34,69,44,40,40,2,1,50,33,1,0
1,73,6,0,0,6,49,27,65,28,153,64,81,0,5,0,83,0,3
1,179,7,0,0,0,2,0,20,0,2,0,20,0,1,0,100,0,1
0,153,9,0,0,107,140,36,47,108,140,36,47,1,0,50,0,0,0
0,179,9,0,0,74,51,56,52,85,60,59,51,0,3,0,60,0,0
0,73,2,0,0,18,0,58,0,20,0,57,0,1,0,100,0,0,0
0,74,6,0,0,118,50,44,28,119,50,44,28,0,0,0,0,0,0
1,139,2,0,1,9,26,21,44,9,26,22,44,0,0,0,0,0,0
1,191,6,0,0,18,46,18,47,57,121,41,67,0,5,0,38,0,1
2,74,6,0,0,58,22,53,29,90,26,63,33,0,2,0,66,0,0
1,139,6,0,0,12,23,42,57,46,63,70,74,0,3,0,60,0,0
1,191,7,0,1,11,28,50,50,13,60,54,64,0,2,0,66,0,3
0,74,7,0,0,67,47,67,45,147,63,71,48,0,5,0,71,6,0
0,139,7,0,0,2,3,50,30,11,7,73,50,0,0,0,0,4,0
0,191,6,0,0,68,45,73,56,170,82,80,57,1,1,16,33,2,2
1,74,2,0,1,49,89,49,72,58,143,52,78,0,0,0,0,0,2
0,153,2,1,0,25,19,31,27,45,33,45,37,0,0,0,0,0,0
1,94,6,0,0,28,42,22,33,39,66,28,41,0,5,0,31,0,0
1,153,6,0,0,124,153,41,51,133,172,43,54,0,0,0,0,0,0
0,68,9,0,0,38,75,33,45,81,123,49,57,5,0,27,0,0,7
0,94,9,0,1,73,62,43,40,73,62,43,40,0,0,0,0,0,0
0,167,7,0,0,1,1,50,100,1,6,50,100,0,0,0,0,2,0
0,153,6,0,0,76,52,50,33,86,93,52,45,0,1,0,33,0,0
0,68,7,0,0,7,3,63,37,50,6,79,46,2,0,100,0,1,0
1,153,9,0,0,23,26,32,42,68,74,58,63,0,5,0,71,0,0
0,167,6,0,0,17,12,51,28,36,39,61,55,4,0,66,0,1,1
1,94,7,0,0,2,0,25,0,3,0,33,0,1,0,100,0,0,2
0,153,2,0,0,13,1,37,16,18,1,45,17,0,0,0,0,1,1
1,5,7,0,0,13,35,17,38,26,60,29,51,0,2,0,22,0,1
0,164,6,0,0,29,23,25,23,44,36,34,32,0,4,0,80,2,0
0,153,7,1,0,24,26,30,36,24,30,31,40,1,0,25,0,1,0
0,5,6,0,0,54,15,43,18,98,24,55,26,1,0,100,0,1,2
1,164,6,0,0,88,79,36,36,146,88,49,38,0,9,0,69,0,0
1,153,6,0,0,10,15,23,48,19,62,35,73,0,3,0,30,0,0
0,5,6,1,0,25,28,31,27,46,51,45,39,0,2,0,22,0,0
0,164,6,0,0,37,13,63,72,69,50,72,85,6,2,85,66,7,6
0,153,2,1,0,17,1,62,14,20,1,62,14,0,0,0,0,0,0
0,153,6,0,0,94,36,40,24,142,56,50,34,3,2,33,66,0,0
0,141,7,0,0,8,0,72,0,41,4,82,67,1,0,100,0,2,0
0,153,6,0,0,30,14,61,34,104,29,71,48,5,0,71,0,1,0
1,141,6,0,0,14,15,22,28,33,47,39,55,0,5,0,71,0,0
0,187,7,0,1,94,52,28,25,122,61,34,29,1,1,20,100,1,0
0,153,7,0,0,19,1,67,12,19,1,66,12,2,0,66,0,1,0
1,94,6,0,0,20,23,57,71,41,80,73,84,0,7,0,38,0,1
0,141,7,0,0,23,21,31,40,23,29,31,47,0,2,0,66,2,0
1,187,6,0,0,29,70,43,70,44,152,53,72,0,3,0,42,1,1
0,94,7,0,0,31,4,65,40,87,12,79,60,4,0,66,0,2,0
0,94,7,0,0,29,89,50,52,64,320,67,74,1,3,100,42,3,1
0,153,6,0,0,29,22,43,27,70,39,61,38,9,0,81,0,0,0
0,153,7,0,0,19,17,21,26,47,29,38,38,2,1,33,25,0,0
0,94,7,1,0,2,10,12,35,2,10,12,36,0,0,0,0,1,0
1,209,6,0,1,40,130,39,46,40,138,40,47,0,1,0,50,0,0
1,94,2,0,1,7,75,41,68,7,132,41,78,0,3,0,100,2,0
1,153,6,0,0,2,59,22,64,5,97,42,71,0,3,0,75,0,0
0,94,2,2,0,28,9,66,27,34,15,71,38,0,2,0,50,0,0
1,209,6,0,0,28,60,38,53,42,110,48,67,0,3,0,50,0,1
0,153,2,1,0,11,36,57,50,12,60,60,59,0,1,0,100,2,1
1,209,6,0,0,30,28,66,50,54,96,75,73,0,3,0,50,1,0
0,153,2,0,0,15,0,93,0,17,0,94,0,1,0,100,0,0,0
1,73,9,1,1,16,22,36,26,19,101,40,62,1,1,6,100,0,0
1,153,8,0,0,17,38,50,56,42,92,70,67,0,5,0,71,1,0
1,179,2,0,1,3,5,21,33,3,5,21,33,0,0,0,0,0,0
1,73,6,0,0,24,32,39,40,45,61,53,55,0,6,0,85,2,2
1,179,2,0,0,9,42,33,50,17,75,46,59,0,3,0,75,0,0
1,153,7,0,0,11,18,50,66,14,21,56,70,0,2,0,66,0,1
0,73,7,0,0,43,5,59,45,119,26,78,79,0,5,0,55,2,2
1,153,7,0,0,0,3,0,75,0,3,0,75,1,0,100,0,0,2
0,179,6,0,0,38,85,58,65,126,148,75,77,4,0,50,0,2,0
0,94,7,0,1,8,40,53,47,28,61,76,54,1,0,25,0,1,0
0,153,7,0,0,46,27,43,39,162,62,70,56,0,5,0,100,4,1
0,102,7,0,1,19,25,38,59,40,29,56,63,0,1,0,50,4,1
1,141,2,0,1,32,48,35,42,33,82,36,54,0,2,0,50,0,0
0,94,6,1,1,48,39,29,36,82,68,41,48,1,3,50,100,0,0
0,153,2,1,0,10,1,83,20,15,1,88,20,0,0,0,0,0,0
1,102,7,1,0,30,19,48,63,42,24,55,67,0,1,0,14,2,2
0,141,9,0,0,28,14,31,25,83,27,57,37,1,3,100,60,1,1
0,153,2,0,0,10,20,27,51,11,40,28,67,5,0,100,0,0,0
1,102,9,0,0,21,5,30,11,47,45,48,48,1,6,100,66,0,2
0,141,6,0,0,37,16,69,38,118,21,84,45,3,0,75,0,0,1
0,102,7,0,0,22,19,37,28,47,49,56,51,5,0,71,0,1,0
1,153,3,0,0,65,77,28,38,66,90,29,42,0,2,0,22,0,0
0,94,2,0,0,42,43,45,55,66,56,56,60,0,2,0,20,0,1
1,19,6,0,0,52,77,36,30,52,77,37,30,0,0,0,0,0,0
1,102,2,0,0,29,24,39,36,31,38,41,48,0,1,0,33,0,0
0,94,6,0,0,31,2,52,12,83,5,71,26,4,1,50,100,0,3
0,153,6,0,0,18,22,52,50,54,46,73,65,3,0,50,0,0,3
1,19,2,0,1,9,50,20,56,9,50,20,57,0,0,0,0,0,0
0,94,6,0,0,62,29,55,30,71,40,58,37,0,2,0,50,0,1
1,19,2,0,1,6,19,54,43,7,28,58,51,0,0,0,0,0,1
1,153,2,0,1,17,24,41,46,19,27,43,49,1,0,100,0,0,0
0,187,7,1,2,42,25,42,37,113,26,65,39,0,0,0,0,2,0
1,153,6,0,0,13,24,32,40,17,47,37,57,1,1,11,33,1,3
0,187,6,0,0,44,33,61,54,120,69,72,68,5,0,71,0,2,2
0,171,2,0,0,72,29,42,41,149,40,57,49,0,3,0,37,1,0
1,153,9,0,0,26,28,37,38,62,52,53,49,0,3,0,50,1,1
1,187,7,0,0,4,4,50,33,9,6,60,43,1,0,100,0,0,2
1,60,2,0,0,2,42,20,66,3,131,27,68,0,3,0,100,0,0
0,171,6,0,0,38,15,47,26,83,46,64,49,1,1,20,16,1,2
1,60,7,0,0,5,13,100,72,17,24,85,80,0,1,0,50,0,2
0,171,7,1,0,49,37,40,30,77,45,50,35,0,1,0,100,3,0
1,153,6,1,0,17,29,36,55,27,61,47,67,0,3,0,25,0,0
0,102,6,0,0,76,50,33,23,77,56,34,26,0,1,0,25,0,0
1,94,2,0,1,51,14,28,31,51,15,28,33,0,0,0,0,0,0
1,187,9,0,0,18,23,36,34,41,42,51,47,3,1,23,100,3,1
1,153,6,0,1,24,84,26,48,25,115,27,53,1,0,12,0,0,0
1,102,6,0,0,10,30,26,75,25,45,47,78,0,6,0,75,0,0
0,94,6,1,0,64,17,34,23,67,17,36,23,0,0,0,0,0,0
0,187,2,1,0,14,1,66,16,20,1,74,17,0,1,0,16,0,0
1,153,2,1,1,4,17,25,80,6,19,33,83,0,0,0,0,0,0
0,102,6,0,0,46,37,44,34,124,51,67,42,3,1,37,50,0,0
1,94,7,1,0,3,3,33,50,3,3,33,50,1,0,100,0,1,1
1,187,2,0,1,9,17,81,60,10,24,83,69,2,0,100,0,0,0
0,139,6,0,0,19,11,65,39,83,14,89,45,4,0,66,0,1,0
1,141,9,1,1,70,55,38,46,76,64,41,50,0,3,0,60,1,0
1,139,2,0,0,5,44,23,78,14,63,47,84,2,0,40,0,0,4
1,141,7,0,0,22,27,59,52,35,44,70,65,2,1,100,100,1,1
1,187,7,1,0,42,44,45,46,47,53,48,51,0,0,0,0,0,1
0,213,2,2,0,11,5,64,31,16,19,73,63,0,4,0,80,1,0
1,80,3,0,0,67,53,60,65,78,83,63,75,0,8,0,100,0,0
0,141,6,0,0,97,60,60,50,112,65,64,52,0,2,0,28,0,0
1,213,6,0,0,7,59,30,74,12,129,43,87,1,3,16,100,2,2
1,139,2,0,0,5,3,71,42,10,5,83,56,0,1,0,33,0,0
0,139,6,1,0,61,10,54,19,62,11,55,21,0,0,0,0,0,0
1,153,6,0,0,71,61,27,26,72,63,27,27,0,1,0,7,0,0
0,153,2,2,0,70,34,56,31,71,34,57,31,0,0,0,0,0,0
1,74,7,0,0,7,25,35,55,11,45,44,65,0,2,0,66,1,1
1,74,2,1,0,9,25,34,41,36,38,65,51,0,1,0,12,3,0
1,139,7,0,0,0,14,0,77,0,28,0,82,0,1,0,20,0,1
1,74,9,0,0,28,31,68,43,49,83,78,64,2,3,50,30,1,1
0,139,2,1,0,34,59,31,44,42,83,36,50,0,4,0,80,1,2
0,153,7,0,0,47,4,64,44,110,9,76,64,0,1,0,100,3,2
0,74,6,0,0,32,20,32,15,32,20,33,16,1,0,100,0,0,0
0,141,7,0,0,51,20,27,17,74,20,35,17,1,0,50,0,1,0
0,139,2,1,0,9,2,60,40,9,2,60,40,0,0,0,0,0,0
1,141,2,0,3,19,29,26,44,19,58,26,56,0,0,0,0,0,0
0,139,6,0,0,54,39,33,17,64,39,38,17,1,2,100,40,0,0
0,66,6,0,0,61,52,30,35,74,64,35,40,0,0,0,0,0,0
0,53,9,0,0,24,20,42,40,79,32,63,51,5,3,83,75,0,0
1,66,6,1,0,24,46,32,47,45,79,47,59,0,4,0,28,1,1
1,53,2,0,1,6,22,21,37,10,26,29,40,0,1,0,100,0,0
0,66,8,1,0,50,8,69,18,57,9,71,20,0,0,0,0,0,0
0,53,2,2,1,17,16,45,40,17,33,46,52,0,0,0,0,0,0
0,66,6,0,0,33,12,62,38,95,25,82,56,6,0,60,0,0,3
0,129,6,0,0,59,4,74,14,174,42,87,58,11,0,100,0,6,0
1,139,2,0,1,3,49,30,77,3,74,30,83,0,0,0,0,0,0
0,187,7,0,0,16,8,55,72,71,19,78,86,1,1,100,20,2,2
1,139,6,0,0,17,72,56,72,31,212,70,86,0,2,0,28,0,0
0,187,6,0,0,23,17,34,37,42,52,47,64,1,4,50,50,3,1
0,103,2,1,0,34,3,56,13,54,3,64,14,0,0,0,0,0,0
0,139,7,0,0,15,6,55,60,24,23,67,82,5,0,45,0,1,0
0,129,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,129,6,0,1,34,60,51,48,47,176,56,70,11,2,84,100,1,0
0,103,4,0,0,47,21,53,53,92,63,66,78,4,0,66,0,0,0
1,153,2,0,0,5,11,62,64,7,26,64,79,0,2,0,66,0,0
0,94,2,1,0,20,9,57,47,20,9,57,47,0,1,0,100,0,0
0,153,2,0,0,53,3,56,10,137,5,73,16,9,0,100,0,0,0
0,94,2,1,0,13,6,44,37,13,6,45,38,0,0,0,0,0,0
0,153,7,0,0,14,1,42,14,72,6,71,50,2,0,100,0,1,3
1,16,9,0,0,19,28,19,30,19,35,20,36,0,2,0,66,0,0
1,72,2,0,0,1,0,20,0,1,0,20,0,0,1,0,50,0,0
0,111,2,0,0,6,7,75,41,8,21,73,64,1,1,100,100,0,1
0,16,2,1,0,25,2,69,33,30,2,73,33,0,0,0,0,0,0
0,72,6,0,0,39,17,51,27,90,31,69,41,6,0,60,0,0,0
1,111,6,0,0,27,70,33,48,52,130,49,63,2,3,66,50,1,1
0,153,2,1,0,23,3,51,13,23,3,51,14,0,0,0,0,0,0
0,94,6,1,0,42,32,25,23,47,38,27,26,1,5,100,55,1,0
0,153,6,0,0,20,7,22,22,47,9,41,27,2,3,66,50,3,2
0,94,2,1,0,29,15,46,20,55,18,62,23,3,0,33,0,0,0
0,153,8,0,0,29,9,46,36,65,10,64,38,0,0,0,0,1,0
0,180,8,0,0,48,36,39,30,57,56,43,41,0,2,0,40,0,0
0,197,7,0,0,2,5,14,22,2,6,14,26,0,1,0,100,1,0
0,180,6,0,0,25,20,34,40,72,40,58,57,5,1,71,100,1,3
0,197,2,0,2,22,25,42,46,96,50,68,62,5,2,50,50,1,0
0,102,7,0,0,44,10,65,47,68,16,73,59,1,0,100,0,1,0
0,94,6,0,0,39,11,69,45,214,37,83,74,6,0,100,0,0,2
0,153,7,1,0,9,7,36,11,11,20,41,27,0,1,0,100,1,0
0,102,6,0,0,30,20,38,21,67,25,55,25,4,0,57,0,0,0
0,94,2,1,0,12,6,33,28,12,6,33,29,0,0,0,0,0,0
0,153,6,0,0,62,30,49,23,146,36,67,26,3,0,50,0,0,1
0,94,6,0,0,34,6,41,12,39,44,45,48,0,5,0,38,0,1
0,153,6,0,0,26,19,49,39,40,36,56,55,7,0,63,0,0,2
0,102,6,0,0,48,5,46,18,104,5,62,19,3,0,75,0,1,0
0,94,3,0,0,24,34,37,48,45,53,51,59,1,1,14,100,1,1
0,153,2,0,0,22,15,44,32,60,20,66,38,0,1,0,10,0,0
0,141,9,0,0,41,70,28,27,53,77,34,30,0,0,0,0,0,0
0,139,7,0,1,22,26,27,35,48,38,44,44,3,0,75,0,1,2
0,129,9,0,0,36,52,33,40,74,60,50,44,2,1,33,16,0,2
0,141,6,0,0,87,37,53,24,95,67,56,37,2,0,100,0,0,0
0,139,6,0,0,60,15,60,27,181,32,75,43,2,0,66,0,2,0
